port_6,port_7,port_8,port_9,port_10,port_11,port_12,port_13,port_14,port_15,port_16,port_17,port_18,port_19,port_20,port_21,port_22,port_23,port_24,port_25,port_26,port_27,port_28,port_29,port_31,port_32,time,lap_#,event_label
-13.4829924528,-13.3494886792,-13.808429434,-12.7617603774,-11.0465509434,-12.041915283,-11.1245792453,-11.2815509434,-12.0998037736,-12.3312584906,-11.6924554717,-10.1094637736,-12.1613830189,-11.2043283019,-12.1182018868,-11.5077396226,-12.0391169811,-12.0713283019,-12.1964169811,-10.3158075472,-9.78646037736,-9.41356981132,-9.52086792453,-9.00042264151,-7.63910566038,-8.32118113208,2116.4,lap_10,event_6
-13.9959924528,-14.8406886792,-14.487309434,-14.1925603774,-11.9466509434,-12.727245283,-12.0250792453,-11.9672509434,-13.3544037736,-13.0651584906,-13.1114554717,-10.4408037736,-12.6728830189,-10.8470283019,-12.6417018868,-11.6839396226,-12.5915169811,-12.4305283019,-12.1964169811,-9.62460754717,-8.94026037736,-8.44346981132,-8.50336792453,-8.33242264151,-6.96800566038,-7.65468113208,2116.7,lap_10,event_6
-14.6798924528,-14.8406886792,-15.505709434,-14.3714603774,-12.3067509434,-13.069185283,-12.3852792453,-12.3101509434,-13.3544037736,-14.1660584906,-13.9984554717,-11.1034037736,-13.1842830189,-12.2763283019,-13.5142018868,-13.0931396226,-13.3281169811,-13.1488283019,-13.6498169811,-11.1799075472,-10.6326603774,-9.89866981132,-10.5383679245,-9.66852264151,-8.81340566038,-9.98748113208,2117.0,lap_10,event_6
-15.3638224528,-15.5861886792,-16.184609434,-15.0867603774,-13.0268509434,-14.094945283,-13.6458792453,-13.1671509434,-14.4296837736,-14.1660584906,-14.1754554717,-10.9377037736,-13.5252830189,-12.4549283019,-14.2122018868,-13.4455396226,-13.1440169811,-13.5080283019,-13.4681169811,-11.0071075472,-10.4634603774,-9.57526981132,-9.85996792453,-9.33452264151,-8.47790566038,-9.82078113208,2117.3,lap_10,event_6
-16.0470324528,-15.9589886792,-16.693809434,-15.6233603774,-13.0268509434,-14.436945283,-13.8259792453,-13.8528509434,-14.7881437736,-14.5330584906,-15.0624554717,-12.0973037736,-14.0366830189,-12.8122283019,-14.7357018868,-13.6216396226,-14.0646169811,-14.0468283019,-14.1949169811,-12.2168075472,-11.6481603774,-11.6770998113,-11.2166679245,-11.0045226415,-10.1555056604,-10.6539811321,2117.6,lap_10,event_6
-16.9000924528,-17.8225486792,-18.051709434,-17.4118603774,-14.4671009434,-15.804645283,-14.9065792453,-15.0528509434,-16.2197037736,-15.8173584906,-15.9484554717,-13.0912037736,-15.9119030189,-15.1349283019,-16.1317018868,-15.3832396226,-16.0901169811,-15.6631283019,-15.2849169811,-12.5624075472,-11.8173903774,-10.8686698113,-11.2166679245,-10.8375226415,-8.98120566038,-9.98748113208,2118.0,lap_10,event_6
-16.7294924528,-17.8225486792,-17.712209434,-17.2329603774,-15.3654009434,-15.975645283,-15.4468792453,-15.7384509434,-16.3985037736,-16.1843584906,-16.1264554717,-13.2568037736,-15.7413830189,-14.2415283019,-16.3062018868,-15.0309396226,-15.5377169811,-14.7652283019,-15.1033169811,-11.6984075472,-10.2941603774,-9.73696981132,-10.3687679245,-9.83552264151,-8.64570566038,-9.32098113208,2118.3,lap_10,event_7
-15.8764124528,-16.7046086792,-16.524109434,-16.3387603774,-13.7469909434,-14.949845283,-14.0060792453,-14.5385509434,-15.6831537736,-15.8173584906,-15.4164554717,-12.0973037736,-14.7185830189,-13.5269283019,-14.7357018868,-13.6216396226,-14.4329169811,-13.8672283019,-13.8315169811,-11.1799075472,-9.95566037736,-10.2219698113,-9.69046792453,-9.16752264151,-7.97460566038,-8.65438113208,2118.6,lap_10,event_7
-15.3638224528,-15.3998886792,-16.184609434,-14.9079603774,-13.5669509434,-14.265945283,-13.6458792453,-13.1671509434,-14.6089137736,-14.5330584906,-13.9984554717,-10.9377037736,-13.1842830189,-11.7403283019,-12.9907018868,-12.5647396226,-12.7757169811,-12.6101283019,-12.5598169811,-9.97020754717,-8.43246037736,-7.47346981132,-7.48586792453,-7.33042264151,-6.29700566038,-7.48798113208,2118.9,lap_10,event_7
-14.8508424528,-15.9589886792,-15.675509434,-15.2656603774,-12.6667509434,-14.094945283,-13.4657792453,-13.1671509434,-14.7881437736,-14.7164584906,-14.8844554717,-11.6003037736,-14.0366830189,-12.6335283019,-13.8632018868,-13.4455396226,-13.5122169811,-13.5080283019,-13.6498169811,-10.3158075472,-9.10946037736,-8.44346981132,-8.16426792453,-7.99842264151,-7.13580566038,-8.32118113208,2119.2,lap_10,event_7
-14.6798924528,-14.8406886792,-15.166309434,-14.3714603774,-12.4867509434,-13.582085283,-12.7454792453,-12.9957509434,-14.4296837736,-14.3495584906,-13.9984554717,-11.2690037736,-13.6956830189,-12.6335283019,-13.5142018868,-12.5647396226,-13.8804169811,-13.3284283019,-12.7415169811,-10.3158075472,-10.1249603774,-9.41356981132,-9.69046792453,-8.66642264151,-7.80680566038,-9.15428113208,2119.6,lap_10,event_7
-14.3378924528,-14.8406886792,-14.826809434,-14.1925603774,-12.1266509434,-12.898215283,-12.3852792453,-12.3101509434,-13.8920037736,-13.6156584906,-13.1114554717,-10.1094637736,-12.3318830189,-11.0256283019,-12.2927018868,-11.5077396226,-11.8550169811,-11.3529283019,-11.8331169811,-9.62460754717,-8.43246037736,-8.12016981132,-8.33376792453,-7.49742264151,-6.96800566038,-7.32138113208,2119.9,lap_10,event_7
-14.6798924528,-15.7726886792,-15.336009434,-15.2656603774,-12.8468509434,-13.924045283,-13.2856792453,-13.5100509434,-14.6089137736,-14.7164584906,-14.3524554717,-10.4408037736,-12.3318830189,-11.5616283019,-12.9907018868,-12.0362396226,-12.0391169811,-12.0713283019,-11.2881169811,-8.93340754717,-7.07856037736,-6.98836981132,-7.14676792453,-6.99642264151,-6.46470566038,-6.82158113208,2120.2,lap_10,event_7
-14.1669924528,-14.8406886792,-15.166309434,-14.7290603774,-12.4867509434,-13.069185283,-12.7454792453,-12.6529509434,-13.8920037736,-13.9825584906,-13.4664554717,-9.77815377358,-12.3318830189,-11.3829283019,-12.8162018868,-12.0362396226,-11.6709169811,-11.5325283019,-12.0147169811,-9.27900754717,-8.09396037736,-7.47346981132,-7.82506792453,-7.49742264151,-6.63250566038,-7.32138113208,2120.5,lap_10,event_7
-13.9959924528,-14.8406886792,-14.657109434,-14.1925603774,-12.4867509434,-13.411115283,-12.7454792453,-12.8243509434,-14.2505037736,-13.7990584906,-13.6434554717,-9.94381377358,-12.6728830189,-11.3829283019,-12.1182018868,-12.2123396226,-12.2232169811,-11.8917283019,-11.8331169811,-9.10620754717,-8.09396037736,-7.63506981132,-7.82506792453,-6.99642264151,-6.46470566038,-7.32138113208,2120.8,lap_10,event_7
-14.5088924528,-14.6542886792,-15.166309434,-14.3714603774,-12.3067509434,-13.240155283,-12.5653792453,-12.4815509434,-13.8920037736,-13.2486584906,-13.1114554717,-10.4408037736,-12.5023830189,-11.3829283019,-12.6417018868,-11.6839396226,-11.8550169811,-12.0713283019,-11.4697169811,-8.58780754717,-7.58626037736,-7.15006981132,-7.31636792453,-6.49532264151,-5.45810566038,-6.48828113208,2121.2,lap_10,event_7
-15.8764124528,-16.3317886792,-16.524109434,-16.1599603774,-13.3869509434,-14.607945283,-14.0060792453,-14.0242509434,-15.1466037736,-15.4504584906,-14.8844554717,-11.1034037736,-13.8661830189,-12.9909283019,-13.8632018868,-13.6216396226,-12.9598169811,-13.5080283019,-12.9231169811,-9.45180754717,-8.43246037736,-7.47346981132,-7.82506792453,-7.33042264151,-6.46470566038,-6.98818113208,2121.5,lap_10,event_7
-15.3638224528,-15.9589886792,-16.014909434,-15.2656603774,-13.5669509434,-14.949845283,-14.1861792453,-13.6814509434,-15.3254537736,-15.2669584906,-15.2394554717,-11.1034037736,-14.0366830189,-13.3482283019,-14.5612018868,-13.2693396226,-13.1440169811,-13.1488283019,-13.1048169811,-9.10620754717,-7.58626037736,-7.15006981132,-6.80756792453,-6.16132264151,-5.62590566038,-6.15498113208,2121.8,lap_10,event_7
-15.7057924528,-16.8909786792,-17.033309434,-16.3387603774,-14.4671009434,-15.120845283,-14.5463792453,-14.7099509434,-15.8620037736,-15.6339584906,-15.2394554717,-11.2690037736,-13.8661830189,-12.9909283019,-14.7357018868,-13.4455396226,-13.3281169811,-13.8672283019,-14.0132169811,-11.1799075472,-9.44796037736,-8.76686981132,-9.18176792453,-9.16752264151,-6.96800566038,-8.32118113208,2122.1,lap_10,event_7
-15.5347824528,-15.9589886792,-16.184609434,-15.4444603774,-12.8468509434,-13.924045283,-12.9255792453,-12.9957509434,-14.6089137736,-14.3495584906,-13.8204554717,-9.44685377358,-12.1613830189,-10.3110283019,-11.7692018868,-11.5077396226,-10.5661169811,-10.4550283019,-10.0163169811,-8.06930754717,-6.23226037736,-6.50336981132,-6.63796792453,-5.99432264151,-5.96140566038,-6.65488113208,2122.4,lap_10,event_7
-16.2176524528,-16.5181786792,-16.863609434,-16.1599603774,-13.9269909434,-15.291745283,-14.7264792453,-14.7099509434,-15.5043037736,-15.2669584906,-15.2394554717,-11.4347037736,-13.8661830189,-12.6335283019,-14.3867018868,-13.7978396226,-13.8804169811,-13.3284283019,-13.2865169811,-10.1430075472,-9.10946037736,-8.44346981132,-8.50336792453,-7.66442264151,-6.63250566038,-7.32138113208,2122.8,lap_10,event_7
-15.0218524528,-15.2134886792,-15.675509434,-15.0867603774,-12.6667509434,-13.924045283,-13.4657792453,-12.9957509434,-14.7881437736,-14.1660584906,-13.8204554717,-9.94381377358,-12.8432830189,-11.5616283019,-12.9907018868,-12.3885396226,-12.5915169811,-12.0713283019,-11.6514169811,-8.58780754717,-7.24776037736,-6.66506981132,-6.80756792453,-6.49532264151,-5.79370566038,-6.48828113208,2123.1,lap_10,event_7
-13.8249924528,-14.2814886792,-14.487309434,-13.8348603774,-11.9466509434,-12.898215283,-12.5653792453,-12.8243509434,-13.3544037736,-13.7990584906,-13.4664554717,-9.11517377358,-11.1385830189,-10.3110283019,-12.6417018868,-11.5077396226,-10.5661169811,-10.2754283019,-10.1980169811,-6.68690754717,-4.87826037736,-4.40156981132,-4.60286792453,-4.65832264151,-3.44490566038,-4.15498113208,2123.4,lap_10,event_7
-13.6539924528,-14.0950886792,-14.317609434,-13.6560603774,-11.5866509434,-12.727245283,-12.2051792453,-12.4815509434,-13.7128037736,-13.0651584906,-12.7564554717,-8.45127377358,-10.4566830189,-9.41762830189,-10.3731018868,-10.0984396226,-8.54061698113,-8.65902830189,-8.92631698113,-6.85970754717,-4.70906037736,-4.40156981132,-4.60286792453,-4.49132264151,-3.44490566038,-4.15498113208,2123.7,lap_10,event_7
-14.6798924528,-15.2134886792,-15.505709434,-15.0867603774,-13.2068509434,-14.094945283,-13.6458792453,-13.8528509434,-15.1466037736,-15.6339584906,-15.4164554717,-11.6003037736,-14.2071830189,-12.8122283019,-13.6887018868,-13.0931396226,-13.3281169811,-13.1488283019,-12.3781169811,-9.10620754717,-8.43246037736,-7.79676981132,-7.99466792453,-7.49742264151,-6.63250566038,-7.65468113208,2124.0,lap_10,event_7
